sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number
SR23-01888508,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31T09:36:49.000,2023-10-31T10:30:42.000,2023-10-31T09:36:50.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01759504,Water in Basement Complaint,AAF,DWM - Department of Water Management,Completed,Phone Call,2023-10-12T09:16:56.000,2023-10-12T11:13:59.000,2023-10-12T11:13:59.000,7629 S LOWE AVE,Chicago,Illinois,60620,7629,S,LOWE,AVE,False,False,71,17,2,06,0621,20,9,5,10,1173374.878600314,1854155.756951386,41.755230001,-87.6402,"{'latitude': '41.75523000094', 'longitude': '-87.64020000000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,O040,
SR23-01731282,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-07T14:45:31.000,2023-10-07T15:31:02.000,2023-10-07T14:45:31.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01740247,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09T14:02:41.000,2023-10-09T14:32:04.000,2023-10-09T14:02:41.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01840836,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-23T22:55:16.000,2023-10-23T23:30:45.000,2023-10-23T22:55:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,22,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01740941,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09T15:44:20.000,2023-10-09T16:30:42.000,2023-10-09T15:44:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01860514,Buildings - Plumbing Violation,BBC,DOB - Buildings,Open,Phone Call,2023-10-26T12:39:21.000,2023-10-26T12:39:22.000,,7012 S MORGAN ST,Chicago,Illinois,60621,7012,S,MORGAN,ST,False,False,68,16,3,07,0733,23,12,5,10,1170772.289207882,1858250.995076347,41.766525001,-87.6496185,"{'latitude': '41.76652500094004', 'longitude': '-87.64961850000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,N038,
SR23-01756157,Alley Pothole Complaint,PHB,CDOT - Department of Transportation,Completed,Phone Call,2023-10-11T15:44:55.000,2023-11-07T15:08:22.000,2023-11-07T15:08:22.000,5428 W DIVERSEY AVE,Chicago,Illinois,60639,5428,W,DIVERSEY,AVE,True,False,19,31,1,25,2514,3,15,4,10,1139580.481675212,1918109.900247892,41.931410017,-87.762491484,"{'latitude': '41.931410016855104', 'longitude': '-87.7624914840874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,C015,SR23-00924571
SR23-01757580,Street Light Out Complaint,SFD,CDOT - Department of Transportation,Open,Phone Call,2023-10-11T20:48:41.000,2023-10-11T20:48:42.000,,8500 S SOUTH  CHICAGO AVE,Chicago,Illinois,60617,8500,S,SOUTH  CHICAGO,AVE,True,False,45,8,1,04,0412,46,20,4,10,1192380.355892409,1848950.8517515,41.740506001,-87.57072,"{'latitude': '41.74050600093997', 'longitude': '-87.5707200000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,V042,SR23-01740254
SR23-01866950,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27T10:41:19.000,2023-10-27T11:31:41.000,2023-10-27T10:41:19.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01867495,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-27T11:21:28.000,2023-10-27T11:32:59.000,2023-10-27T11:21:29.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01798553,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18T07:03:26.000,2023-10-18T07:30:40.000,2023-10-18T07:03:26.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01713309,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-04T18:32:24.000,2023-10-04T19:31:07.000,2023-10-04T18:32:25.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01920739,Traffic Signal Out Complaint,SFB,CDOT - Department of Transportation,Completed,Internet,2023-11-05T11:22:09.000,2023-11-24T16:42:18.000,2023-11-24T16:42:18.000,2800 W BRYN MAWR AVE,Chicago,Illinois,60659,2800,W,BRYN MAWR,AVE,False,False,2,50,1,20,2011,30,11,1,11,1156617.25240659,1937162.068707626,41.983362001,-87.699366,"{'latitude': '41.98336200094077', 'longitude': '-87.6993660000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I008,
SR23-01761325,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-12T11:57:03.000,2023-10-12T12:30:45.000,2023-10-12T11:57:03.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01732736,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-08T01:01:13.000,2023-10-08T01:30:46.000,2023-10-08T01:01:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01734891,Aircraft Noise Complaint,AVN,Aviation,Completed,Phone Call,2023-10-08T14:03:24.000,2023-10-08T14:31:21.000,2023-10-08T14:03:24.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,14,1,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,,
SR23-01694692,Building Violation,BBA,DOB - Buildings,Completed,Internet,2023-10-02T12:44:36.000,2023-10-03T08:58:02.000,2023-10-03T08:57:52.000,5146 W CORNELIA AVE,Chicago,Illinois,60641,5146,W,CORNELIA,AVE,False,False,15,31,3,16,1634,11,12,2,10,1141221.070344017,1922861.592949992,41.944419001,-87.756345,"{'latitude': '41.94441900094066', 'longitude': '-87.7563450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,D014,
SR23-01744225,Weed Removal Request,SCP,Streets and Sanitation,Completed,Mobile Device,2023-10-10T09:20:11.000,2023-10-17T05:41:58.000,2023-10-17T05:41:58.000,4926 N SHERIDAN RD,,,,4926,N,SHERIDAN,RD,False,False,3,48,2,20,2024,35,9,3,10,1168616.966742156,1933262.400098869,41.972409001,-87.655347,"{'latitude': '41.972409000940765', 'longitude': '-87.6553470000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N010,
SR23-01937149,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-11-07T19:24:24.000,2023-11-08T11:08:06.000,2023-11-08T11:08:06.000,524 N UNION AVE,,,,524,N,UNION,AVE,False,False,24,27,1,12,1214,11,19,3,11,1171384.872897814,1903985.733019992,41.892012001,-87.646032,"{'latitude': '41.89201200094048', 'longitude': '-87.6460320000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,O021,
SR23-01903625,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Internet,2023-11-02T11:50:04.000,2023-11-14T13:24:15.000,2023-11-14T13:24:15.000,6104 S MASSASOIT AVE,Chicago,Illinois,60638,6104,S,MASSASOIT,AVE,False,False,64,13,1,08,0812,17,11,5,11,1139044.237878715,1863421.851513662,41.781348001,-87.7657905,"{'latitude': '41.78134800094011', 'longitude': '-87.7657905000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,B036,
SR23-01860473,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-26T12:35:03.000,2023-10-26T13:31:40.000,2023-10-26T12:35:03.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01718219,Building Violation,BBA,DOB - Buildings,Completed,Internet,2023-10-05T13:28:24.000,2023-11-01T09:35:08.000,2023-11-01T09:35:05.000,5420 S WASHTENAW AVE,Chicago,Illinois,60632,5420,S,WASHTENAW,AVE,False,False,63,14,2,09,0923,14,13,5,10,1159226.581608755,1868509.557718326,41.794920001,-87.6916575,"{'latitude': '41.79492000094014', 'longitude': '-87.6916575000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J034,
SR23-01868609,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Internet,2023-10-27T12:52:12.000,2023-10-30T11:18:59.000,2023-10-30T11:18:58.000,9519 S ESCANABA AVE,Chicago,Illinois,60617,9519,S,ESCANABA,AVE,False,False,51,10,3,04,0431,6,12,6,10,1197063.385206682,1842304.427193883,41.722152499,-87.553782778,"{'latitude': '41.722152498755165', 'longitude': '-87.55378277772658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,X045,
SR23-01917039,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-04T12:52:24.000,2023-11-04T13:30:39.000,2023-11-04T12:52:24.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,7,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01698794,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-02T23:17:44.000,2023-10-02T23:31:03.000,2023-10-02T23:17:44.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,23,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01946218,Garbage Cart Maintenance,SIE,Streets and Sanitation,Completed,Internet,2023-11-08T23:19:52.000,2023-11-24T08:47:44.000,2023-11-24T08:47:44.000,4610 N WESTERN AVE,Chicago,Illinois,60625,4610,N,WESTERN,AVE,False,False,4,47,1,19,1911,13,23,4,11,1159471.030653508,1930594.194098529,41.965281001,-87.689052,"{'latitude': '41.96528100094074', 'longitude': '-87.68905200000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J011,
SR23-01917555,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-04T14:22:13.000,2023-11-04T14:31:14.000,2023-11-04T14:22:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,7,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01695311,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Internet,2023-10-02T13:38:39.000,2023-10-26T13:32:27.000,2023-10-26T13:32:27.000,2741 N ALBANY AVE,Chicago,Illinois,60647,2741,N,ALBANY,AVE,False,False,22,1,1,14,1411,28,13,2,10,1155304.969612408,1918234.463580028,41.931450001,-87.704703,"{'latitude': '41.93145000094064', 'longitude': '-87.7047030000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I016,
SR23-01740676,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Phone Call,2023-10-09T15:00:15.000,2023-10-09T15:52:27.000,2023-10-09T15:52:27.000,3543 S INDIANA AVE,Chicago,Illinois,60653,3543,S,INDIANA,AVE,False,False,35,3,1,02,0212,7,15,2,10,1178261.458348137,1881361.955896507,41.829777001,-87.6214665,"{'latitude': '41.829777000940275', 'longitude': '-87.6214665000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Animal Care and Control,Q030,
SR23-01693974,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-02T11:43:03.000,2023-10-02T12:31:05.000,2023-10-02T11:43:03.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,11,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01769680,Tree Trim Request (NO LONGER BEING ACCEPTED),SEF,Streets and Sanitation,Completed,Mass Entry,2023-10-13T13:58:20.000,2023-10-13T13:58:28.000,2023-10-13T13:58:28.000,3051 W HOWARD ST,Chicago,Illinois,60645,3051,W,HOWARD,ST,False,False,2,50,1,24,2411,2,13,6,10,1154627.019154945,1950128.994411079,42.018984001,-87.7063365,"{'latitude': '42.018984000940925', 'longitude': '-87.70633650000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I004,
SR23-01806921,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18T21:01:16.000,2023-10-18T21:30:51.000,2023-10-18T21:01:16.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,21,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01865919,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27T09:10:33.000,2023-10-27T09:30:40.000,2023-10-27T09:10:34.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01914490,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03T19:01:52.000,2023-11-03T19:30:42.000,2023-11-03T19:01:52.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,19,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01860168,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26T12:03:26.000,2023-10-26T12:32:19.000,2023-10-26T12:03:26.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01905918,Building Violation,BBA,DOB - Buildings,Completed,Phone Call,2023-11-02T15:21:59.000,2023-11-28T16:20:30.000,2023-11-28T16:20:28.000,7905 S PHILLIPS AVE,Chicago,Illinois,60617,7905,S,PHILLIPS,AVE,False,False,46,7,2,04,0422,16,15,5,11,1193915.641073673,1853004.696153502,41.751592616,-87.564962353,"{'latitude': '41.7515926156139', 'longitude': '-87.56496235268813', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,W041,
SR23-01711267,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-10-04T13:56:38.000,2023-10-05T09:40:50.000,2023-10-05T09:40:50.000,1736 W 18TH PL,Chicago,Illinois,60608,1736,W,18TH,PL,False,False,31,25,3,12,1234,19,13,4,10,1164921.846586499,1891238.819744108,41.857173001,-87.6701295,"{'latitude': '41.85717300094041', 'longitude': '-87.67012950000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L026,
SR23-01796564,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17T16:54:11.000,2023-10-17T17:31:03.000,2023-10-17T16:54:11.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01843121,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-24T10:17:57.000,2023-10-24T10:32:56.000,2023-10-24T10:17:58.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01849732,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25T08:43:56.000,2023-10-25T09:31:27.000,2023-10-25T08:43:57.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,48,7,1,04,0413,32,8,4,10,1192827.621107728,1844917.41747235,41.729427001,-87.5692125,"{'latitude': '41.729427000939936', 'longitude': '-87.5692125000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,V044,
SR23-01830409,Building Violation,BBA,DOB - Buildings,Open,Phone Call,2023-10-22T09:36:30.000,2023-10-22T09:36:39.000,,753 E 79TH ST,Chicago,Illinois,60619,753,E,79TH,ST,False,False,44,6,2,06,0624,42,9,1,10,1182807.40934541,1852754.47659889,41.751171001,-87.605676,"{'latitude': '41.75117100093997', 'longitude': '-87.60567600000194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,R041,
SR23-01700308,Report an Injured Animal,EAQ,Animal Care and Control,Completed,Phone Call,2023-10-03T08:53:52.000,2023-10-03T14:34:31.000,2023-10-03T14:34:31.000,8704 S BURLEY AVE,Chicago,Illinois,60617,8704,S,BURLEY,AVE,False,False,46,10,2,04,0424,8,8,3,10,1199045.984260335,1847738.307304701,41.737014001,-87.546339,"{'latitude': '41.73701400093995', 'longitude': '-87.54633900000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,X043,
SR23-01757022,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-11T18:09:25.000,2023-10-11T18:31:18.000,2023-10-11T18:09:25.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,4,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01773772,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-14T11:12:34.000,2023-10-14T11:31:15.000,2023-10-14T11:12:34.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01709775,Water Lead Test Visit Request,WCA3,DWM - Department of Water Management,Canceled,Internet,2023-10-04T11:47:41.000,2023-10-05T09:47:57.000,2023-10-05T09:47:57.000,7320 S OGLESBY AVE,Chicago,Illinois,60649,7320,S,OGLESBY,AVE,False,False,43,7,3,03,0334,4,11,4,10,1193063.530304361,1856789.04103561,41.761998001,-87.5679615,"{'latitude': '41.761998000940025', 'longitude': '-87.5679615000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,V039,
SR23-01771178,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13T17:20:13.000,2023-10-13T17:31:53.000,2023-10-13T17:20:14.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,17,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01777665,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Internet,2023-10-15T09:23:41.000,2023-10-17T09:15:15.000,2023-10-17T09:15:14.000,10456 S H,Chicago,Illinois,60617,10456,S,H,,False,False,52,10,3,04,0432,29,9,1,10,1202759.956212672,1836021.059635149,41.704767001,-87.5331315,"{'latitude': '41.704767000939825', 'longitude': '-87.53313150000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Y047,
SR23-01826598,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-21T10:44:38.000,2023-10-21T11:30:39.000,2023-10-21T10:44:38.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,10,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01798999,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18T08:16:17.000,2023-10-18T08:31:26.000,2023-10-18T08:16:18.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
SR23-01773858,Aircraft Noise Complaint,AVN,Aviation,Completed,Mobile Device,2023-10-14T11:27:30.000,2023-10-14T11:31:15.000,2023-10-14T11:27:31.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01698803,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-02T23:22:10.000,2023-10-02T23:31:03.000,2023-10-02T23:22:10.000,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,23,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,
SR23-01878648,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-29T15:42:20.000,2023-10-29T16:30:41.000,2023-10-29T15:42:20.000,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,
